Username,Tweet ID,Tweet,Favourites Count,Retweet Count
Paul_Karp,1467635283612999683,"Morrison: ""There is no suggestion of criminal conduct by Gladys Berejiklian, none whatsoever.""

The question was ab… https://t.co/nRwxbLy18F",3475,690
MatildaBoseley,1467641353014169600,"Wow so inspirational to see Gladys fail upwards like this, previously a pathway only reserved for mediocre white me… https://t.co/A6gaFvxRKw",4000,440
SharazDavid,1467640613986193409,"Genuine question, if Gladys Berejiklian didn't think it was appropriate to remain as premier of NSW while facing a… https://t.co/KjFW6ty1S1",4787,725
danilic,1467632176065695746,Warringah residents should vote for Gladys Berejiklian if they want meaningful action on Gun Clubs in Wagga Wagga.,7007,896
joshburnsmp,1467957250081783808,"Lucky Gladys Berejiklian is being investigated for corruption by the ICAC instead of buying a Cartier watch, otherw… https://t.co/FwxMPCHVCI",1986,376
JoshButler,1467671598119276546,"""The way Gladys Berejiklian has been treated is shameful"" (she resigned)

""no suggestion of criminal conduct"" (ICAC… https://t.co/x8nqjlCxfs",2445,548
QuentinDempster,1467770774891085826,Law Council of Australia admonishes our PM for his smearing of ⁦@nswicac⁩ over the Daryl Maguire/Gladys Berejiklian… https://t.co/REArc0ov10,482,209
davidlipson,1467734004182913028,"A fascinating afternoon on the ground in Warringah 
- Vast majority of people I spoke to still LOVE Gladys Berejikl… https://t.co/nMetV5SCvX",509,75
jonkudelka,1467968497539969028,Gladys is now essentially a referendum on a federal icac.,528,88
CroweDM,1467618747309441024,"Corruption is already an election issue thanks to the stalled Commonwealth Integrity Commission bill. 

Gladys Bere… https://t.co/eY0UxzEh8j",532,142
JaneCaro,1467664105091649536,@mjrowland68 @sussanley @GladysB @BreakfastNews The only people who ‘shamed’ Gladys were Darryl Maguire and her own testimony.,972,98
abcnews,1467838358961344518,PM accused of 'failure of leadership' after George Christensen calls for COVID protests at embassies https://t.co/ChlJGZvKwj,889,263
mjrowland68,1467940908255440900,"'In one instance, Mr Christensen laughed when Jones compared Australian COVID-19 quarantine facilities with Auschwi… https://t.co/5yuvkQacTp",853,247
nitagreenqld,1468011523582795776,"George Christensen is a member of the Liberal National Party in Qld and a member of the Government. 

If Scott Morr… https://t.co/FM147dRlXW",827,212
JoshButler,1468006412676579331,Enjoying another day of the endless cycle of George Christensen https://t.co/7c5zk3T1sY,1252,245
DarrenChesterMP,1468052698754797571,I want to assure Australians there are plenty of normal people in The Nationals party room who are doing their best… https://t.co/twrb8tkGol,1862,219
cameronwilson,1467598555003064321,"why yes that is current government MP George Christensen speaking to Alex Jones, the professional conspiracy theori… https://t.co/86EwwAeP2K",1076,283
PatsKarvelas,1467802319873974272,George Christensen uses US conspiracy show appearance to call for Australian embassy protests https://t.co/jf8YawGqKU,593,209
AndrewPStreet,1468032584827355139,"Fun reminder: marriage equality passed parliament 4 years ago. Also, among the anti-SSM MPs who scurried out of the… https://t.co/HAnt42Fqsa",530,186
D_LittleproudMP,1467994751588659202,"I’ve spoken with George Christensen this morning about his judgement on going on the show. 

Some of my comments he… https://t.co/5VRBoIUJJp",241,75
mjrowland68,1468108793372315650,"A glimpse into the government’s thinking in a tight Parliament. 

This was @Barnaby_Joyce on @BreakfastNews back in… https://t.co/FPHL3RQAcL",219,71
JoshButler,1468120225618948098,George Christensen just responded on his Telegram to outrage over his Infowars interview - calling criticism “polit… https://t.co/XeGXD6LyxD,263,107
chaser,1468120742600478723,George Christensen condemned for appearing on unhinged conspiracy theorist's show https://t.co/c0y8x0bILw,1445,152
chaser,1468163277393780737,"As George Christensen is identified as Zodiac Killer, Morrison warns that he is now on extremely thin ice",1274,102
crikey_news,1467683609737846784,"Outgoing MP George Christensen has appeared on the show of one of the world's best-known conspiracy theorists, Alex… https://t.co/NPHZ33ehoe",89,47
steph_dalzell,1467996315149684736,From a spokesperson for Barnaby Joyce: “A conversation has been had with Mr Christensen. While the Deputy Prime Min… https://t.co/sz0RwviCJO,120,66
FFACup,1468158819209334785,"THIS IS ONE OF THE GREATEST EVER #FFACUP GOALS! 🤯

🎥: @10FootballAU #ALTvWSW #MagicOfTheCup https://t.co/8W6K6x2DWC",607,87
FFACup,1468155549845917697,"61' OMG OMG OMG OMG!!!

THAT IS ONE OF THE GREATEST #FFACUP GOALS!

APIA LEAD 2-0!!!!",159,13
FFACup,1468175628289540098,"Considering there was just a few days of tickets being on sale, there was a brilliant crowd of 4,171 at Leichhardt… https://t.co/hWKEUIh9Lr",115,11
joeylynchy,1468143868407214080,"I too, enjoy lighting flares after my moneybags professional team has just gone down a goal to an out of season, se… https://t.co/XmfY930hya",75,5
robgreenwood1,1468167170202865665,"Of all the #FFACUP-upsets that’s got to rank right near the top, given how far out of season @apialeichhardt is. Gu… https://t.co/8rdguC2sEj",47,7
TheBarmyArmy,1467934088359297033,"WHEN WE COULDN’T GET MORE EXCITED 🙌

#Ashes https://t.co/Atz8garSyL",3315,534
btsportcricket,1467932415909838850,"It's time to write a new chapter in this storied rivalry.

This is special. This is history.

This is the Ashes.

1… https://t.co/XYnOSRuzJD",1949,367
ChennaiIPL,1468090124328005633,"The Josh to sparkle in the #Ashes 🔜 🔥

#AUSvENG #WhistlePodu 🦁💛 https://t.co/1AnH1NE6x7",11977,553
englandcricket,1467765764451184648,"2️⃣ days to go 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇦🇺

#Ashes https://t.co/sV3fKfJuyE",6286,299
cricketcomau,1468053148476473347,"As good as it gets! 🔥

Ryan Harris' wonderball to Alastair Cook is the worthy No.1 in our countdown of the best… https://t.co/VhsYwlEwrJ",786,85
DrAMSinghvi,1468101607111806978,There are always two ways to deal with criticism and the Steve Smith way is always better. This is not just an imag… https://t.co/SmP8yP2XQq,805,104
MichaelVaughan,1468120062322216963,The Aussies are clear favourites for the #Ashes If they blow England away in Brisbane I feel a similar story to the… https://t.co/kZAebVp7rK,4913,129
cricketcomau,1468106160041431045,"JUST IN: England have named a 12-player squad for the first #Ashes Test starting tomorrow at the Gabba.

Joe Root (… https://t.co/wX2PI2k3XS",1456,98
FoxCricket,1467994522332250112,"BREAKING: England suffer huge #Ashes blow as Anderson ruled OUT of first Test

MORE 👉 https://t.co/x6pkYgrkWP https://t.co/96juTf2pIt",2080,176
TheBarmyArmy,1467902809295175680,"The best Flintoff over and arguably one of the best on his birthday 🙌

#Ashes 🇦🇺🏴󠁧󠁢󠁥󠁮󠁧󠁿 https://t.co/zqyAm1GzJ0",1246,109
englandcricket,1467901771653824518,"Our walk from the changing room at The Gabba ⏳

#Ashes https://t.co/UWqK3C9vd0",2762,147
englandcricket,1468162121733181442,"Who will be our leading wicket taker in the Men's Ashes? 

#Ashes https://t.co/SvtZYIYb1I",2681,93
ESPNcricinfo,1467999799047712768,"Just one more day to go... 

#Ashes https://t.co/9HojKDPGQp",3921,111
TheBarmyArmy,1467765250774769668,"IT'S ASHES WEEK BABY 😍😍😍

#Ashes 🇦🇺🏴󠁧󠁢󠁥󠁮󠁧󠁿 https://t.co/1LMxc9qC3o",2881,144
mjrowland68,1467736317270237185,Independent MP for Warringah @zalisteggall tells @abcnews it is ‘extraordinary and wrong’ for PM @ScottMorrisonMP a… https://t.co/XgZv7wCuoo,6040,929
deemadigan,1467972009921433603,"I believe @GladysB is a fundamentally decent person. 

I think she knows absolutely she did the wrong thing. 

If s… https://t.co/CGQVtZHSAp",2431,413
MrKRudd,1467734666417373184,"Just imagine for one moment if this was a Labor premier, before a corruption body, forced to resign as a result, be… https://t.co/4A7ARb8iQt",7501,1787
danilic,1467632176065695746,Warringah residents should vote for Gladys Berejiklian if they want meaningful action on Gun Clubs in Wagga Wagga.,7007,896
joshburnsmp,1467957250081783808,"Lucky Gladys Berejiklian is being investigated for corruption by the ICAC instead of buying a Cartier watch, otherw… https://t.co/FwxMPCHVCI",1986,376
QuentinDempster,1467775242550464525,Dear @GladysB if you run for the Libs in Warringah you’ll be signing up to Barnaby/LNP policy on climate change whi… https://t.co/sG2tidSzXM,2000,392
chaser,1467746804250775556,Liberal Party announce new candidate Bladys Gerejiklian to run in seat of Warringah https://t.co/8KshAu0rH8,2134,236
hughriminton,1467760504529559559,Zali Steggall says it is “wrong” for #scottMorrison to be pushing #GladysBerejiklian to run for Steggall’s seat of… https://t.co/XMl1bZRnTa,1313,244
LDTFerguson,1467953168642236422,Tony Abbott who is rather expert about the way to win  Warringah  has endorsed Berejiklian. Given his previous dete… https://t.co/GO1tsL6Tzp,785,125
mjrowland68,1467602828399046660,"Federal Environment Minister @sussanley also says she'd love to see @GladysB run for Warringah.

She tells… https://t.co/y9D6Xpjz4C",319,74
davidlipson,1467734004182913028,"A fascinating afternoon on the ground in Warringah 
- Vast majority of people I spoke to still LOVE Gladys Berejikl… https://t.co/nMetV5SCvX",509,75
CroweDM,1467618747309441024,"Corruption is already an election issue thanks to the stalled Commonwealth Integrity Commission bill. 

Gladys Bere… https://t.co/eY0UxzEh8j",532,142
georgiedent,1467987182891667457,What Kevin says. (Plus I'm still not unconvinced this talk of Gladys &amp; Warringah isn't just a handy spectacle that… https://t.co/Z5DIGdImrn,445,45
BernardKeane,1467721630247833601,If Gladys Berejiklian wants to run in Warringah she'll have to demonise climate policies much less ambitious than h… https://t.co/Kd4xLdgwkZ,190,58
crikey_news,1467671386814615552,If Gladys Berejiklian runs in Warringah she'll have to explain why she has completely reversed her previous support… https://t.co/GXehcYUGcF,101,41
BOConnorMP,1467947788696571906,The ongoing attacks upon the nsw independent integrity commission #icac -by Australia’s Prime Minister… https://t.co/k55t5wWuVt,5820,1388
sallyrugg,1467774671378472962,The fact that Scott Morrison can hear the evidence presented at ICAC and think Gladys Berejiklian is fit to serve i… https://t.co/GOYJ6rRbP4,10058,1758
lenoretaylor,1467956897068163075,Legal experts condemn Scott Morrison’s continuing attacks on Icac as ‘disgraceful’ and ‘stupid’ https://t.co/fPmA0YX9S4,1963,481
michellegrattan,1467973639697960960,View from The Hill: Running Berejiklian ahead of ICAC report would send the worst of signals on integrity… https://t.co/c82ekUWEGd,1002,269
mjrowland68,1467736317270237185,Independent MP for Warringah @zalisteggall tells @abcnews it is ‘extraordinary and wrong’ for PM @ScottMorrisonMP a… https://t.co/XgZv7wCuoo,6040,929
markdreyfusQCMP,1467706318043553792,Mr Morrison’s attack on the NSW ICAC and his contempt for due process in prejudging an investigation tells you ever… https://t.co/WDN3tzk08C,1943,631
MrKRudd,1467734666417373184,"Just imagine for one moment if this was a Labor premier, before a corruption body, forced to resign as a result, be… https://t.co/4A7ARb8iQt",7501,1787
Bowenchris,1468020683057729536,"Scott Morrison’s attack on the ICAC is disgusting and not befitting the office of Prime Minister. 

ICAC is not a s… https://t.co/e6bso8uLnA",1441,364
Anthony_Klan,1467717634799980548,"Not to mention:
- ICAC was created by a NSW Liberal Govt;
- Was revamped by Berejiklian as NSW Premier in 2017;
- I… https://t.co/TmMnVFqRnt",785,272
joshburnsmp,1467957250081783808,"Lucky Gladys Berejiklian is being investigated for corruption by the ICAC instead of buying a Cartier watch, otherw… https://t.co/FwxMPCHVCI",1986,376
StephenJonesMP,1468018293860569089,Why is Scott Morrison so desperate to avoid a Federal ICAC? And why is he spending so much time attacking the NSW I… https://t.co/g7k8MTkU1f,655,205
JoshButler,1467671598119276546,"""The way Gladys Berejiklian has been treated is shameful"" (she resigned)

""no suggestion of criminal conduct"" (ICAC… https://t.co/x8nqjlCxfs",2445,548
BBL,1468166529166446596,Jake Fraser-McGurk plucks an INSANE grab!! #BBL11 https://t.co/YT18EE0BBR,3358,543
7Cricket,1468166846444556288,"OH MY GOODNESS!

ONE OF THE BEST CATCHES YOU'LL EVER SEE BY JAKE FRASER-MCGURK!

#BBL11 https://t.co/swiim5fnhj",1297,166
ESPNcricinfo,1468171204016021504,"JAKE FRASER-McGURK!!! 

(via @BBL) 
https://t.co/MgQL4XHHXd",748,80
MazherArshad,1468172829258567680,Great catch by Jake Fraser-McGurk. Lovely to see him playing at a senior level. He played in the last U19 World Cup… https://t.co/DMFQWXJBNh,629,54
ChloeAmandaB,1468166323591024641,That catch was epic 😱😱😱 Jake Fraser-McGurk wowee! #BBL11,1482,20
cricketcomau,1468169726169735170,All the angles on what will be one of the catches of #BBL11 https://t.co/TiLhJNdQT0 https://t.co/LYm3M6zbUZ,322,19
SkyCricket,1468167968609734656,"OH. MY. GOODNESS. 🤯

That is one of the best catches you will EVER see from Jake Fraser-McGurk! The #Renegades teen… https://t.co/lr9O3IkOjR",357,25
RenegadesBBL,1468166034578231296,"WHAT!!!

Jake Fraser-McGurk 🥰

#GETONRED #BBL11",259,11
RenegadesBBL,1468175693670273026,"Hey @BBL, we think you should add a third award this season - the 'Golden Hand' ✋

#BBL11 = Jake Fraser-McGurk https://t.co/BDKFeP7nDi",178,5
CA_Indoor,1468169105173712900,"Not the first time we've seen a Jake Fraser-McGurk classic under the roof 😏 #BBL11 

@BBL | @7Cricket… https://t.co/D3k8TFPoX0",30,5
cricketcomau,1468122571115696131,"@BBL Melbourne Renegades XI: Sam Harper (wk), Mackenzie Harvey, Jake Fraser-McGurk, James Seymour, Jono Merlo, Moha… https://t.co/CEiRy9FVFB",66,5
FFACup,1468163954954276866,"FULL TIME | APIA LEICHHARDT HAVE KNOCKED OUT WESTERN SYDNEY WANDERERS!!!

#FFACup #ALTvWSW #MagicOfTheCup https://t.co/z09gS747IH",411,43
FFACup,1468155549845917697,"61' OMG OMG OMG OMG!!!

THAT IS ONE OF THE GREATEST #FFACUP GOALS!

APIA LEAD 2-0!!!!",159,13
keepupau,1468165231914283009,"🤯

@apialeichhardt are into the @FFACup final eight. And how!

THIS bonkers goal just knocked out @aleaguemen outfi… https://t.co/s5D029sHrD",67,9
FFACup,1467992248994443274,"It's GAME DAY! Can APIA pull off another Cupset in Leichhardt?

⚽: @apialeichhardt v @wswanderersfc  
⏰: 7:30pm AED… https://t.co/KFT53DlUWO",22,7
VinceRugari,1468167625872068608,Giant-killers strike again as APIA Leichhardt stuns Wanderers in FFA Cup https://t.co/1CjVvlxVtQ,31,4
bandwagonPH,1468090599802695680,SB19 to release new single 'No Stopping You' from MMFF film 'Love at First Stream' this week https://t.co/5gfhdP0Dr2 https://t.co/bppY9TWWLY,2053,1197
rapplerdotcom,1467829714530144260,"WATCH: Vice President Leni Robredo said Manila Mayor Isko Moreno, one of her opponents in the presidential race, is… https://t.co/KhKBHlWYxs",1424,237
manilabulletin,1467788505925713923,"THE MANILA BULLETIN VICE PRESIDENTIAL SURVEY RESULT (Dec. 3-5, 2021 ) 

Here are the results of the second The Mani… https://t.co/v1PbwvJYoz",747,182
farrm51,1468012454894391297,If Manila George had called January 26 “Invasion Day” I am tempted to think Barnaby would challenge his right to sa… https://t.co/XVn9LUiYhx,459,122
rapplerdotcom,1467729836160561157,"LOOK: Members of party-list group Nurses United stage a protest at the Comelec headquarters in Intramuros, Manila,… https://t.co/F8nh7AGiVP",163,41
rapplerdotcom,1467831046100107265,Vice President Leni Robredo says Manila Mayor Isko Moreno has the right to pick his own allies. But people's choice… https://t.co/IlWNtFgZKx,241,29
ABSCBNNews,1467678661969014784,Members and supporters of Nurses United party-list hold protest outside the Comelec office in Manila to condemn pol… https://t.co/hQjj9HxXVA,228,28
bandwagonPH,1467754612329304064,Ben&amp;Ben's KUWADERNO concert will be available for encore streaming this weekend! Here's how to tune in:… https://t.co/1P2i02kqN1,60,22
ABSCBNNews,1468156257416585217,"Fire hits a residential area in San Andres, Manila just before 5pm. BFP has raised 2nd fire alarm.

📸Heart Response… https://t.co/uQl5yZE42E",55,13
BINI_ph,1467449318982680578,"#BINI : Our @bini_members on Korea Travel Fiesta 2021

Now streaming on Korean Tourism Manila Youtube:
https://t.co/5mXLl3deYU",649,238
JervisManahan,1468133109191548928,"LOOK: The Manila Cathedral is set for the Solemnity of the Immaculate Conception tomorrow, December 8.

(Photos fro… https://t.co/1TgUMR4Fs4",158,14
inquirerdotnet,1466276649612513284,LOOK: San Beda University is the latest school on Wednesday to light up in pink in a show of support for the presid… https://t.co/WO6JvsiNbq,4279,566
manilabulletin,1466573687180566530,"THE SECOND MANILA BULLETIN VICE PRESIDENTIAL SURVEY 
From Dec. 3 to Dec. 5, 11:59 pm, to get the pulse of the natio… https://t.co/HmZpgakzFd",591,383
VICE,1468112672159936514,"Filipino musician @no_rome has moved from Manila to London to work with Dirty Hit, the same label as Rina Sawayama,… https://t.co/25MtDlVc2Z",45,8
ALeighMP,1467960957406117889,"Alex Jones has falsely claimed that Sandy Hook parents helped fake the murders of their children. 

George Christia… https://t.co/eAQMmt4EcX",4144,1085
cameronwilson,1467598555003064321,"why yes that is current government MP George Christensen speaking to Alex Jones, the professional conspiracy theori… https://t.co/86EwwAeP2K",1076,283
JonnyGabriel,1467879783602216963,@Carra23 “Erling Haaland chatting to Dave Jones about Alex Iwobi's movement in the final third” https://t.co/CtZqmSMd5Y,3915,119
crikey_news,1467683609737846784,"Outgoing MP George Christensen has appeared on the show of one of the world's best-known conspiracy theorists, Alex… https://t.co/NPHZ33ehoe",89,47
crikey_news,1468007878057357315,26 people died in the 2012 Sandy Hook Elementary School shooting. Far-right conspiracy theorist Alex Jones says it… https://t.co/1QGdDKV6OC,117,51
JoshButler,1468117904142979074,In case you thought George Christensen’s comments on quarantine were a one-off (including laughing when conspiracy… https://t.co/3o7mEVroZa,96,50
DavidCornDC,1467987661654741002,Trump couldn't persuade Alex Jones? https://t.co/Fh2dVA011m,297,52
TheAtlantic,1467596232495357954,"""There was a time—and it wasn’t all that long ago—when Alex Jones would have been far too toxic and deranged a figu… https://t.co/UahvsJI1gV",120,53
MikeStuchbery_,1467795189775446016,Australian politician uses Alex Jones' Infowars to call for protests outside Australian embassies. https://t.co/WWtWwrbbeF,41,15
paigeataylor,1467725531764297731,"Less than a month since Alex Jones lost a defamation case for claiming Sandy Hook parents were ""actors"". One family… https://t.co/S8SRKfUZoj",45,16
crikey_news,1467769531514998794,Outgoing MP George Christensen's appearance on a show hosted by one of the world’s most prominent conspiracy theori… https://t.co/YHlGDn4W4q,69,27
vanbadham,1468065855825084417,And if you want to read all about how Alex Jones is dangerous and George Christensen is a puppet of the American fa… https://t.co/bT7NjqJPJ5,138,36
vanbadham,1468125885043642371,I want to apologise to every human being sickened by this because god knows that George Christensen and Alex Jones… https://t.co/HopVnyt0S8,236,28
ByRobDavies,1467790451650580480,"Since Keir Starmer's latest reshuffle, Labour's spokesperson on gambling is Alex Davies-Jones.

She was recently a… https://t.co/PRaaFa2BB5",63,30
BBCNews,1468164376414892034,Australian conman Peter Foster caught after six-month manhunt https://t.co/puMkaraKVK,47,5
australian,1468045396169531404,"Got him ... again. Australia’s most notorious conman, Peter Foster, has been arrested in Victoria after more than s… https://t.co/6tC6HpAN0x",9,5
AdamNewson,1465654454905155584,"#WatfordFC will be without Ben Foster, Nicolas Nkoulou, Francisco Sierralta, Peter Etebo, Kwadwo Baah and Ismaïla S… https://t.co/RetkRjh0aA",408,46
Pontifex,1467546812374343681,"Let us ask for the grace to believe that with God things really do change, that he will banish our fears, heal our… https://t.co/JJbgFDAyuH",12574,1983
SteveSchmidtSES,1467890481384337418,use of his children as willing props to antagonize bereaved families and instigate pain. This photo is an indictmen… https://t.co/eNNq3kY2w4,3011,379
cmclymer,1467584922282082306,I believe in civility. I believe in attempting to meet people where they are. I believe in grace and growth for all… https://t.co/IneOGP2CBR,5587,404
KathieLGifford,1467823783083921408,"He saved us, not because of righteous things we had done, but because of His mercy. Titus 3:5. O LORD, what an inde… https://t.co/5z0StmGD5F",2955,265
PastorJohnHagee,1467964575807119369,"And He said to me, “My grace is sufficient for you, for My strength is made perfect in weakness.” Therefore most gl… https://t.co/3cD8ZYtMhe",1370,209
timkellernyc,1467934119371943942,"What keeps people from receiving God's grace is not so much their sins, but their (confidence and pride in) their good works.",1345,217
KeithOlbermann,1467664278467588096,"RELAXED AND AFFECTIONATE AROUND YOUNG CHILDREN, GRACE #129856 HAS BEEN DISCARDED FOR “HOUSING.” Passed around betwe… https://t.co/IjHG2W9nsD",128,207
grace_panetta,1467926385813594117,"The DOJ is suing Texas under Section 2 of the Voting Rights Act over its new congressional maps, AG Merrick Garland announced",989,187
segalink,1467842187941584896,"Until Grace finds you, you probably won’t know what freedom tastes like. ⛱",858,168
Mufti_Yasir,1467667144133459968,"By the grace of Allah, the debate with #SuchWala was concluded by him accepting the existence of the Supreme Being… https://t.co/OROttfHvi4",701,175
dawnstaley,1467585049143005186,@paigebueckers1 we lift you up in the highest prayer. All of us in WBB need to link up to ensure we get see this ge… https://t.co/liuY4xzlxD,3119,350
StephenM,1467566429423681537,"Senator Bob Dole is a national hero, a national treasure and patriotism personified. His gallantry, grit and grace… https://t.co/Yf7N0CEavU",1093,184
hillsongunited,1467890400652410882,"Name above names 
Jesus I need Your grace 🙌 https://t.co/Jq7dmpz0CZ",662,88
FarmSanctuary,1467661337899814912,"""Eric &amp; Jane were best friends as piglets and have been reunited in old age where they’ve gotten right back to lovi… https://t.co/tHVwZMCmYJ",853,138
IyanlaVanzant,1467599663217856513,"Without God's love, God's mercy and grace, nothing you consider important would be possible.",1313,263
theage,1467989771293237254,"#BREAKING: The Ombudsman has labelled Victoria’s border permit scheme ‘unjust, even inhumane’ in a report that reve… https://t.co/eQIb9sbD8M",216,69
jamesmassola,1468049953394024450,"I’m not sure what is more spectacular - the scathing findings in the Vic ombudsman’s report, or @prguy17’s meltdown… https://t.co/7P6sWs9oK3",174,37
SouthwickMP,1468007041209753602,"Daniel Andrews was to be thanked for this- 

Border permits were UNJUST, INHUMANE and left people ‘homeless’ accord… https://t.co/b5ml1o2Bcr",443,64
theage,1467995136579620864,Victoria’s “unjust” border permit scheme that locked thousands of people out of the state resulted in some of the m… https://t.co/V4cDWKuJan,157,52
michaelobrienmp,1468089334716719111,"Daniel Andrews claims his government’s response to COVID was a ""triumph"". 

However the Victorian Ombudsman has tod… https://t.co/M4rQzPZdga",315,63
sophieelsworth,1468012182419869700,"“The Victorian Ombudsman has lambasted the state’s controversial travel permit system as “inhumane”,” via… https://t.co/z4OSqZHy6q",187,38
AdemSomyurek,1468003135234838529,The question media needs to ask the ombudsman now is whether she can guarantee that such an investigation can be he… https://t.co/nH7ZzCtAcr,307,56
3AW693,1468003083816869891,"NOW | Victorian Ombudsman Deborah Glass says the ""key point"" she wants to get across in her  scathing report of the… https://t.co/HDf1012G8V",221,47
patrickdurkin,1467993608326246402,Watch @VicOmbudsman releasing report into Vic border exemptions she called 'unjust' and 'inhumane' after only 8% gr… https://t.co/CbsGv3pfh8,113,36
AdemSomyurek,1468023289666686978,"I am asked the distinction.
In the Flemington lockdown ombudsman was able to grill the person who made the health o… https://t.co/ktiZor2bi3",467,63
FOCAP2020,1467719542604398598,"FOCAP STATEMENT ON MALAMPAYA LIBEL CASES 

1/ The Foreign Correspondents Association of the Philippines expresses a… https://t.co/bam69aXwSr",123,44
AdemSomyurek,1468013706634153985,The great thing about being an independent is you can call these bodies out. The ombudsman made a grave error of ju… https://t.co/kjnYlL4sqP,407,42
theprojecttv,1468010114414264323,Thousands of Victorians were unjustly denied a COVID-19 border exemption to return home to farewell dying loved one… https://t.co/EXMLRIU9Lg,98,42
9NewsMelb,1468117943795990529,“Unjust” and “inhumane” is how the Ombudsman has described the anguish the government's lockdown border permit syst… https://t.co/u7CJq7cKB7,86,20
abcnews,1467989474181144578,Victorian Ombudsman finds government's COVID border exemption scheme was 'unjust' and 'inhumane' https://t.co/Mj7ttNSQDR,123,28
UtdDistrict,1467982121851629572,🗣 Jamie Carragher on Cristiano Ronaldo vs Crystal Palace: “The pressing from him was absolutely outstanding and thi… https://t.co/KqtHfn0TPm,10938,564
IrrawaddyNews,1468072418472128513,The civilian National Unity Government (NUG) has added a 10-million-kyat special prize to its “Victorious Spring” l… https://t.co/hY3dzF0CvJ,214,195
samuelluckhurst,1467533644726214656,"Rangnick to Five Live: 'We wanted to play with two strikers, especially in the central position. By the way, Cristi… https://t.co/WmxgXV0xyB",5871,398
thejimmalo,1467994985089802242,"whenever there's strike action, we are constantly subjected to unchallenged takes on strikers unilaterally causing… https://t.co/qGX7NZ5vQX",636,121
YinsuCollins,1467990604109991945,"#VALORANTChampions quarterfinals draw:

Acend v Secret/Vikings
Team Liquid v Vision Strikers/C9 
Gambit v Envy/x10… https://t.co/VeWb9mFmJc",2569,108
SamJDean,1468006822430846983,Arsenal’s striker problem: it seems increasingly clear that neither Auba (no goals in six) nor Lacazette (no goals… https://t.co/UyxDio2cEG,459,65
UtdDistrict,1467556681244721162,"🗣 Rangnick: ""We played with two strikers, Marcus [Rashford] and Cristiano [Ronaldo] up front with Jadon [Sancho] an… https://t.co/YBJfU7kW3B",2078,102
FoxCricket,1468177269864554496,"Is this the catch of the summer? 

What a grab! 🔥

📺 Watch #BBL11 on Ch 501 or stream on @kayosports:… https://t.co/8Eq81pgBgJ",149,42
AJEnglish,1468128143722663939,"""After Bobby Sands’s death, Palestinian prisoners in Israel’s Nafha prison smuggled out a letter in support of the… https://t.co/DUAmtBZxzl",99,33
BBL,1468022452294987776,"Three of the most beloved superheroes on the planet 😍

Melbourne Renegades, Adelaide Strikers AND Spider-Man are pu… https://t.co/XZBVi1kmtW",779,26
UtdDistrict,1467532556593770503,"🗣 Rangnick: ""We wanted to play with two strikers, especially in the central position."" [BBC]",2497,112
SkyCricket,1468167968609734656,"OH. MY. GOODNESS. 🤯

That is one of the best catches you will EVER see from Jake Fraser-McGurk! The #Renegades teen… https://t.co/lr9O3IkOjR",357,25
J_League_En,1467800777288679426,The 2021 J.LEAGUE Top Scorer Award is jointly presented to Leandro Damião (Kawasaki Frontale) and Daizen Maeda (Yok… https://t.co/8rHI7gjEob,248,32
cricketcomau,1468169726169735170,All the angles on what will be one of the catches of #BBL11 https://t.co/TiLhJNdQT0 https://t.co/LYm3M6zbUZ,322,19
JoySportsGH,1467586526511042570,The two late goals from Ladystrikers not enough as Hasaacas Ladies win the maiden edition of the @wplgh_official Su… https://t.co/ieMaQSys6j,135,15
SkyNewsAust,1467796102325813253,"Labor Leader @AlboMP has been ""caught out"" on his climate policy, according to NSW One Nation Leader Mark Latham.

https://t.co/Nlx0fkNvw5",193,56
lewis_goodall,1465722425119805446,"MPs Voting Against

Steve Baker
Graham Brady
Andrew Bridgen
C Chope
Philip Davies
Jackie Doyle Price
Richard Drax
M… https://t.co/P1M4MDN44i",296,136
ScotExpress,1467773305167876096,"Wow, real classy from the keyboard warriors. @murdo_fraser is spot on calling for people to support Clootie McToot

https://t.co/49Em8AHSJO",261,82
margokingston1,1467996790595096579,"@D_LittleproudMP wet lettuce, how about expelling him from the LNP, David. Show the Nats have a bottom line somewhere.",265,38
jonkudelka,1467657841016066050,"Call an affiliation amnesty over Xmas, Labor left gets together with the greens, libs who simply despise unemployed… https://t.co/l70iLAHVsN",130,21
margokingston1,1468117942210424836,"1665. Now SA Lib Senator Antic speaks to USA bombthrower Steve Bannon, pardoned by Trump when charged with defraudi… https://t.co/YlFa8t8Psd",20,15
zanesmith77,1467601998031859717,"Grew up racing karts a lot around the country, Super Nats is no joke! Congrats @KeelanHarvick @KevinHarvick… https://t.co/DsoheiLxYR",539,15
AndrewPStreet,1468038492122869763,"Jesus, George, we get it: we're also furious that you can't get back to the Philippines for 200+ days a year. 

https://t.co/cnCKAnRmW7",93,25
ValorantEsports,1467167563775832066,"A quick pre-game pep talk 😄

@nAts__ss | #VALORANTChampions https://t.co/8wMJYyJavd",5377,823
ValorantEsports,1466443368834101250,"The Panda Buff is real! 🐼 @nAts__ss 

#VALORANTChampions https://t.co/3X0whb8bfx",3268,682
benmackey,1467972156550041602,Not a great start to the Nats unity pledge- Collins a no show to caucus. Luxon pledged yeaterday she’d be there. 🤔,79,15
markgkenny,1467977482062024708,Nats get cancel culture? https://t.co/59KFJ93a83,65,11
