Username,Tweet ID,Creation Date,Tweet
1future,1327116327258087427,2020-11-13 05:09:23+00:00,b'RT @AppleMusic: Pluto x Baby Pluto \xf0\x9f\xa4\xaf\n@1future x @LILUZIVERT.\nListen now: https://t.co/xPmlWJm1y5 https://t.co/VhA9AHxJL9'
1future,1327116245192347650,2020-11-13 05:09:04+00:00,b'RT @pitchfork: .@1Future and @LILUZIVERT\xe2\x80\x99s new album Pluto x Baby Pluto is out now https://t.co/nXIfEbrkPW'
1future,1327116224606724096,2020-11-13 05:08:59+00:00,b'I got stripes in these streets like Burberry'
1future,1327115118803562496,2020-11-13 05:04:35+00:00,b'PLUTO X BABY PLUTO OUT NOW \xf0\x9f\x9b\xb8\xf0\x9f\xa6\x85\n\nhttps://t.co/NY40aUsmoI https://t.co/uTuYXclAOK'
1future,1327103230938132480,2020-11-13 04:17:21+00:00,"b'Yung niggas came frm the bottom hustling and handling bizness ,making millions...Ima forever salute you'"
1future,1327097805643636737,2020-11-13 03:55:47+00:00,b'FREEBANDZ RADIO \xf0\x9f\xa6\x85 https://t.co/7hha7rlEmn\n8PM PT / 11PM ET \xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80 https://t.co/idjryCCahl'
1future,1327096980456214528,2020-11-13 03:52:31+00:00,b'FREEBANDZ RADIO @AppleMusic https://t.co/PYbcddD45a'
1future,1327023980574871552,2020-11-12 23:02:26+00:00,b'https://t.co/1VNSkLow7D'
1future,1327012863618256897,2020-11-12 22:18:16+00:00,b'She never been to Pluto'
1future,1327010326521516033,2020-11-12 22:08:11+00:00,b'If u getting money u her type.'
1future,1327009306923982849,2020-11-12 22:04:08+00:00,b'Go @shopfbg'
1future,1327007013906288640,2020-11-12 21:55:01+00:00,b'Had to find away too get paid off my quotes. @shopfbg'
1future,1327006662142668807,2020-11-12 21:53:37+00:00,b'All my tweets go viral that\xe2\x80\x99s why ion do social media.'
1future,1327005606125969414,2020-11-12 21:49:25+00:00,b'It\xe2\x80\x99s billions on the table...MOB forever'
1future,1327005017522442243,2020-11-12 21:47:05+00:00,b'Ain with that friendly shit dog...I rather fuck yo hoe'
1future,1327001811740467200,2020-11-12 21:34:21+00:00,b'Where u was at when I was grinding?\xf0\x9f\xa4\x94'
1future,1326983139789565959,2020-11-12 20:20:09+00:00,b'#NewProfilePic https://t.co/MPVmRgVcu0'
